Data Year,Utility Number,Utility Name,State,Ownership,Short Form,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED Minus LOS,CAIDI Minus MED,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically
2019,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,,,,,,,,,,,,,
2019,4509,Craighead Electric Coop Corp,AR,Cooperative,,,,,,,,,,,,,
2019,4524,"Crawford Electric Coop, Inc",MO,Cooperative,,379.33,2.482,152.83239,343.21,2.312,148.44723,349.97,2.091,167.36968,19968,25,Y
2019,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,,66.013,0.632,104.45095,66.013,0.632,104.45095,60.915,0.538,113.22491,43569,15,Y
2019,4618,"Cullman Electric Coop, Inc",AL,Cooperative,,460.333,3.732,123.34753,386.056,3.566,108.26024,361.127,3.213,112.39558,44267,46,Y
2019,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,,337.5,2.585,130.56093,237,2.249,105.38017,327.7,2.468,132.77958,23783,25,Y
2019,4624,Cumberland Elec Member Corp,TN,Cooperative,,,,,,,,,,,,,
2019,4675,Cuivre River Electric Coop Inc,MO,Cooperative,,198.887,1.56,127.49167,149.687,1.338,111.87369,191.04,1.467,130.22495,65908,24.9,Y
2019,4683,City of Cuyahoga Falls - (OH),OH,Municipal,,76.59,0.584,131.14726,47.005,0.407,115.4914,47.005,0.407,115.4914,25695,23,N
2019,4704,"DS&O Electric Cooperative, Inc.",KS,Cooperative,,,,,,,,,,,,,
2019,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,,531,1.76,301.70455,134.7,1.375,97.963636,503.5,1.406,358.10811,6651,25,Y
2019,4743,"Consumers Power, Inc",OR,Cooperative,,469,1.81,259.11602,245,1.33,184.21053,427,1.55,275.48387,22909,25,Y
2019,4796,"Darke Rural Electric Coop, Inc",OH,Cooperative,,410.8,,,390.2,,,223,,,5148,,N
2019,4848,Daviess Martin County R E M C,IN,Cooperative,,1087,3.1,350.64516,371,2.5,148.4,1069,2.9,368.62069,8213,12.5,N
2019,4911,Dawson Power District,NE,Political Subdivision,,,,,,,,,,,,,
2019,4922,Dayton Power & Light Co,OH,Investor Owned,,607.26,1.39,436.8777,139.71,1.07,130.57009,581.81,1.19,488.91597,591607,12,N
2019,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,,643.3,3.2,201.03125,643.3,3.2,201.03125,565.8,2.5,226.32,14696,14.4,Y
2019,4958,Decatur Utilities,AL,Municipal,,,,,,,,,,,,,
2019,4960,Decatur County Rural E M C,IN,Cooperative,,156.591,1.893,82.721078,156.591,1.893,82.721078,136.483,1.321,103.31794,8065,12.5,Y
2019,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,,658.97,,,558.58,,,633.37,,,42918,12.5,N
2019,5021,Delaware County Elec Coop Inc,NY,Cooperative,Y,1113.9,,,812.9,,,977.7,,,5404,24.9,Y
2019,5027,Delmarva Power,DE,Investor Owned,,106,0.87,121.83908,72,0.74,97.297297,106,0.87,121.83908,320798,69,Y
2019,5027,Delmarva Power,MD,Investor Owned,,103,1.02,100.98039,78,0.87,89.655172,103,1.02,100.98039,206524,69,Y
2019,5063,City of Denton - (TX),TX,Municipal,,38.41,0.51,75.313725,38.41,0.51,75.313725,38.41,0.51,75.313725,56806,13.2,Y
2019,5070,Delaware Electric Cooperative,DE,Cooperative,,91.6,1.36,67.352941,83.08,1.283,64.754482,91.6,1.36,67.352941,99826,12,N
2019,5078,"Denton County Elec Coop, Inc",TX,Cooperative,,50.92,0.715,71.216783,36.98,0.633,58.420221,43.71,0.512,85.371094,247014,24.9,Y
2019,5109,DTE Electric Company,MI,Investor Owned,,466.289,1.372,339.86079,202.375,1.136,178.14701,466.289,1.372,339.86079,2210201,13.2,Y
2019,5111,City of Detroit Lakes - (MN),MN,Municipal,,6.3,0.084,75,6.3,0.084,75,6.3,0.084,75,8388,12.4,N
2019,5148,City of Dickson,TN,Municipal,,307.451,3.773,81.487146,143.347,3.138,45.681007,307.451,3.773,81.487146,36519,12.5,Y
2019,5175,Dixie Electric Power Assn,MS,Cooperative,,,,,,,,,,,,,
2019,5202,Dixie Electric Membership Corp,LA,Cooperative,,278.63,3.66,76.128415,206.72,3.12,66.25641,274.41,3.576,76.736577,109996,69,Y
2019,5204,Dixie Electric Coop,AL,Cooperative,,154.87,1.871,82.773918,132.77,1.639,81.006711,138.8,1.369,101.38787,23625,13.2,N
2019,5336,City of Dover - (OH),OH,Municipal,,41.064,0.205,200.3122,8.828,0.056,157.64286,41.064,0.205,200.3122,6831,12.5,N
2019,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,,,,,,,,,,,,,
2019,5399,Duck River Elec Member Corp,TN,Cooperative,,179.79,2.01,89.447761,132.83,1.73,76.780347,167.62,1.89,88.687831,75843,25,Y
2019,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,,312,1.3,240,174,1.06,164.15094,289,1.18,244.91525,2043767,44,Y
2019,5416,"Duke Energy Carolinas, LLC",SC,Investor Owned,,200,1.11,180.18018,160,0.98,163.26531,185,0.98,188.77551,582660,23,Y
2019,5417,Dunn County Electric Coop,WI,Cooperative,,255.76,1.662,153.88688,55.78,0.583,95.67753,254.95,1.604,158.94638,10070,7.2,Y
2019,5429,City of Duncan - (OK),OK,Municipal,,,,,,,,,,,,,
2019,5438,"Duncan Valley Elec Coop, Inc",AZ,Cooperative,Y,354,2.421,146.22057,66,0.46,143.47826,,,,2472,25,N
2019,5487,Duquesne Light Co,PA,Investor Owned,,,,,,,,,,,,,
2019,5509,City of Dyersburg,TN,Municipal,,82.991,1.232,67.362825,45.242,0.727,62.231087,45.242,0.727,62.231087,11985,13.2,N
2019,5531,Enerstar Power Corp,IL,Cooperative,Y,,,,,,,,,,,,
2019,5574,East Central Energy,MN,Cooperative,,98,1.161,84.409991,68.3,0.978,69.836401,83.3,0.874,95.308924,61501,14.4,Y
2019,5575,City of East Grand Forks - (MN),MN,Municipal,,,,,,,,,,,,,
2019,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,,656.5,3.23,203.25077,213,1.84,115.76087,620.7,2.89,214.77509,12502,25,N
2019,5585,Eastern Illinois Elec Coop,IL,Cooperative,,324.1,2.16,150.0463,132.3,1.35,98,277.4,1.67,166.10778,13454,7.2,Y
2019,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,,61.5,0.83,74.096386,61.5,0.83,74.096386,,,,8923,12.5,Y
2019,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,,297.6,2.01,148.0597,297.6,2.01,148.0597,,,,34233,25,Y
2019,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,,214.24,1.89,113.3545,151.13,1.61,93.869565,186.6,1.64,113.78049,23823,7.2,Y
2019,5609,Eastern Maine Electric Coop,ME,Cooperative,,399.58,6.7,59.638806,212.91,5.44,39.137868,288.19,4.84,59.543388,12655,25,Y
2019,5625,Easton Utilities Comm,MD,Municipal,,,,,,,,,,,,,
2019,5632,Eau Claire Electric Coop,WI,Cooperative,,,,,,,,,,,,,
2019,5644,"Edisto Electric Coop, Inc",SC,Cooperative,,117.65,,,61.41,,,103.29,,,20263,14.4,N
2019,5656,Edgecombe-Martin County E M C,NC,Cooperative,,231.429,1.504,153.87566,161.31,1.199,134.53711,231.429,1.504,153.87566,11187,25,Y
2019,5661,City of Edmond - (OK),OK,Municipal,,90.347,1.062,85.072505,90.347,1.062,85.072505,90.347,1.062,85.072505,41098,12.4,Y
2019,5701,El Paso Electric Co,NM,Investor Owned,,70.059,0.79,88.682278,70.059,0.79,88.682278,67.079,0.755,88.846358,101100,23.9,Y
2019,5701,El Paso Electric Co,TX,Investor Owned,,76.386,0.972,78.58642,76.386,0.972,78.58642,73.396,0.886,82.839729,331654,23.9,Y
2019,5773,City of Elk River,MN,Municipal,,25.412,0.423,60.07565,25.412,0.423,60.07565,25.412,0.423,60.07565,12244,12.5,N
2019,5780,Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,,,,,,,,,,,,,
2019,5860,Empire District Electric Co,AR,Investor Owned,,456.68,1.639,278.63331,28.15,0.422,66.706161,,,,5239,12.5,N
2019,5860,Empire District Electric Co,KS,Investor Owned,,140.08,1.337,104.77188,115.14,1.285,89.603113,,,,11199,12.5,N
2019,5860,Empire District Electric Co,MO,Investor Owned,,214.19,1.328,161.28765,138.16,1.193,115.80889,,,,168460,25,N
2019,5860,Empire District Electric Co,OK,Investor Owned,,285.22,1.94,147.02062,160.34,1.682,95.326992,,,,6655,12.5,N
2019,5862,"Empire Electric Assn, Inc",CO,Cooperative,,87.94,,,35.4,,,87.94,,,16151,44,Y
2019,5905,Excelsior Electric Member Corp,GA,Cooperative,,,,,,,,,,,,,
2019,5915,Village of Enosburg Falls - (VT),VT,Municipal,Y,,,,,,,,,,,,
2019,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,,,,,,,,,,,,,
2019,5930,Village of Fairport - (NY),NY,Municipal,,39.672,0.491,80.798371,21.703,0.34,63.832353,,,,17623,12.5,N
2019,5935,Borough of Ephrata - (PA),PA,Municipal,,78.855,1.172,67.282423,31.599,0.994,31.789738,78.855,1.172,67.282423,6679,12.5,N
2019,5961,Town of Erwin - (TN),TN,Municipal,,,,,,,,,,,,,
2019,6022,City of Eugene - (OR),OR,Municipal,,69.37,0.47,147.59574,69.37,0.47,147.59574,69.37,0.47,147.59574,95344,12.5,Y
2019,6112,"Farmers Electric Coop, Inc - (IA)",IA,Cooperative,,90.35,1.63,55.429448,90.35,1.63,55.429448,90.35,1.63,55.429448,4921,34.5,Y
2019,6145,City of Fairhope - (AL),AL,Municipal,,,,,,,,,,,,,
2019,6168,Farmers Electric Coop - (IA),IA,Cooperative,,86.831,1.032,84.138566,51.313,0.767,66.900913,,,,650,12,Y
2019,6169,Fall River Rural Elec Coop Inc,ID,Cooperative,,214.401,1.964,109.16548,175.435,1.611,108.8982,,,,15112,12,Y
2019,6169,Fall River Rural Elec Coop Inc,MT,Cooperative,,145.203,0.805,180.3764,130.805,0.723,180.91978,,,,1999,12,Y
2019,6169,Fall River Rural Elec Coop Inc,WY,Cooperative,,188.32,1.826,103.13253,188.32,1.826,103.13253,,,,357,12,Y
2019,6173,Fannin County Electric Coop,TX,Cooperative,,,,,,,,,,,,,
2019,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,,,,,,,,,,,,,
2019,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,,153.119,1.675,91.414328,83.953,1.281,65.53708,138.481,1.435,96.502439,61843.1,24.9,Y
2019,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,,138.28,1.48,93.432432,138.28,1.48,93.432432,123.63,1.23,100.5122,23957,68.9,N
2019,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,,,,,,,,,,,,,
2019,6204,City of Farmington - (NM),NM,Municipal,,110.705,0.956,115.80021,110.705,0.956,115.80021,110.705,0.956,115.80021,44877,13.8,Y
2019,6234,City of Fayetteville,TN,Municipal,,504.67,2.39,211.159,130.79,1.8,72.661111,326.08,,,18730,14.4,Y
2019,6235,Fayetteville Public Works Commission,NC,Municipal,,74.616,1.32,56.527273,8.592,0.145,59.255172,48.054,0.832,57.757212,84488,25,N
2019,6258,Federated Rural Electric Assn,MN,Cooperative,,1109.54,3.053,363.42614,134,1.49,89.932886,100.756,0.924,109.04329,6839,7.2,Y
2019,6272,"FEM Electric Assn, Inc",SD,Cooperative,,87,1.201,72.439634,87,1.201,72.439634,33,0.274,120.43796,2081,12.4,N
2019,6335,"Firelands Electric Coop, Inc",OH,Cooperative,,226,,,226,,,,,,9103,7.2,N
2019,6342,First Electric Coop Corp,AR,Cooperative,,209.292,2.203,95.003177,160.904,2.063,77.995153,208.481,1.846,112.93662,94559,25,Y
2019,6374,Fitchburg Gas & Elec Light Co,MA,Investor Owned,,83.56,1.24,67.387097,83.56,1.24,67.387097,83.56,1.24,67.387097,30006,69,Y
2019,6395,Flathead Electric Coop Inc,MT,Cooperative,,436.23,2.13,204.80282,136.74,1.45,94.303448,427.21,2.07,206.38164,66531,24.9,N
2019,6411,Flint Electric Membership Corp,GA,Cooperative,,,,,,,,,,,,,
2019,6424,Florence Utility Comm,WI,Municipal,,101.06,0.93,108.66667,101.06,0.93,108.66667,,,,1511,12.5,N
2019,6427,City of Floresville,TX,Municipal,,122.214,1.109,110.20198,48.631,0.687,70.787482,122.214,1.109,110.20198,16148,13.8,N
2019,6431,"Flint Hills Rural E C A, Inc",KS,Cooperative,,373,2.766,134.85177,246,2.119,116.0925,160.6,1.965,81.73028,6636,7.2,Y
2019,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,,250.5,1.42,176.40845,151.9,1.125,135.02222,232.13,1.204,192.799,24629,25,Y
2019,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,,66.031,1.065,62.000939,29.841,0.679,43.948454,,,,31792,25,Y
2019,6452,Florida Power & Light Co,FL,Investor Owned,,58.26,0.67,86.955224,51.46,0.6,85.766667,58.26,0.67,86.955224,5086544,23,Y
2019,6455,"Duke Energy Florida, LLC",FL,Investor Owned,,112,1.22,91.803279,98,1.12,87.5,102,1.06,96.226415,1871645,25,Y
2019,6457,Florida Public Utilities Co,FL,Investor Owned,,,,,,,,,,,,,
2019,6491,Foley Board of Utilities,AL,Municipal,,52.506,1.092,48.082418,52.506,1.092,48.082418,52.506,1.092,48.082418,50265,12.4,Y
2019,6582,City of Forest Grove,OR,Municipal,,,,,,,,,,,,,
2019,6604,City of Fort Collins - (CO),CO,Municipal,,,,,,,,,,,,,
2019,6608,Fort Loudoun Electric Coop,TN,Cooperative,,342.33,2.645,129.42533,342.33,2.645,129.42533,342.33,2.645,129.42533,32431,13,Y
2019,6616,Fort Pierce Utilities Authority,FL,Municipal,,,,,,,,,,,,,
2019,6640,Four County Elec Member Corp,NC,Cooperative,,,,,,,,,,,,,
2019,6641,4-County Electric Power Assn,MS,Cooperative,,388.28,2.22,174.9009,125.82,1.47,85.591837,384.84,2.18,176.53211,47963,13,Y
2019,6708,City of Frankfort - (KY),KY,Municipal,,34.75,0.65,53.461538,11.135,0.223,49.932735,34.75,0.65,53.461538,21552,13.8,Y
2019,6709,Easley Combined Utility System,SC,Municipal,,39.6,0.72,55,39.6,0.72,55,39.6,0.72,55,14957,12.5,Y
2019,6716,PUD No 1 of Franklin County,WA,Political Subdivision,,,,,,,,,,,,,
2019,6722,Franklin Rural Electric Coop - (IA),IA,Cooperative,,,,,,,,,,,,,
2019,6775,Village of Freeport - (NY),NY,Municipal,,10.698,0.14,76.414286,10.698,0.14,76.414286,,,,14613,13.8,N
2019,6779,City of Fremont - (NE),NE,Municipal,,58.32,0.953,61.196222,13.687,0.151,90.642384,58.32,0.953,61.196222,15202,15,N
2019,6782,Freeborn-Mower Coop Services,MN,Cooperative,,1017.6,2.7,376.88889,84.4,0.91,92.747253,1007.9,2.53,398.37945,20985,24.9,Y
2019,6784,French Broad Elec Member Corp,NC,Cooperative,,,,,,,,,,,,,
2019,6804,Frontier Power Company,OH,Cooperative,,203,2.16,93.981481,141.8,1.83,77.486339,185.5,1.41,131.56028,9076,12.5,Y
2019,6839,City of Fulton - (MO),MO,Municipal,,53.255,0.375,142.01333,34.252,0.373,91.828418,53.255,0.375,142.01333,5648,13.8,Y
2019,6894,City of Gaffney - (SC),SC,Municipal,,,,,,,,,,,,,
2019,6909,Gainesville Regional Utilities,FL,Municipal,,462.07,1.181,391.25318,56.92,0.852,66.807512,456.42,1.162,392.7883,98043,12.5,Y
2019,6923,City of Gallatin - (TN),TN,Municipal,,,,,,,,,,,,,
2019,6957,"Garkane Energy Coop, Inc",UT,Cooperative,,867.55,,,597.3,,,270.19,,,13992,,N
2019,6958,City of Garland - (TX),TX,Municipal,,,,,,,,,,,,,
2019,7027,City of Gastonia - (NC),NC,Municipal,,,,,,,,,,,,,
2019,7090,GreyStone Power Corporation,GA,Cooperative,,86.4,1.61,53.664596,86.4,1.61,53.664596,86.34,1.6,53.9625,133115,25,Y
2019,7096,City of Geneva- (IL),IL,Municipal,,31.827,0.355,89.653521,31.827,0.355,89.653521,,,,10153,34.5,N
2019,7129,City of Georgetown - (TX),TX,Municipal,,,,,,,,,,,,,
