Data Year,Utility Number,Utility Name,State,Ownership,Short Form,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED Minus LOS,CAIDI Minus MED,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically
2019,21075,Y-W Electric Assn Inc,CO,Cooperative,,304,,,62.7,,,304,,,8937,15,N
2019,21079,Wyrulec Company,NE,Cooperative,,903.687,4.447,203.21273,353.521,2.228,158.6719,,,,499,7.2,N
2019,21079,Wyrulec Company,WY,Cooperative,,691.536,1.804,383.33481,164.019,1.128,145.40691,,,,4822,14.4,N
2019,21081,Yampa Valley Electric Assn Inc,CO,Cooperative,,400.2,2.442,163.88206,203.5,2.421,84.056175,343.3,,,27438,25,Y
2019,21081,Yampa Valley Electric Assn Inc,WY,Cooperative,,63.282,0.449,140.93987,,,,,,,705,,
2019,21111,Perennial Public Power Dist,NE,Political Subdivision,,,,,,,,,,,,,
2019,21158,City of Zeeland - (MI),MI,Municipal,,27.067,0.888,30.480856,27.067,0.888,30.480856,27.067,0.888,30.480856,6749,12.5,N
2019,21244,"Southside Electric Coop, Inc",VA,Cooperative,,678.5,3.1,218.87097,263.6,2.3,114.6087,249,2.2,113.18182,56819,25,Y
2019,21513,"Fergus Electric Coop, Inc",MT,Cooperative,,,,,,,,,,,,,
2019,21526,City of Laurens - (SC),SC,Municipal,,,,,,,,,,,,,
2019,21538,"Mohave Electric Cooperative, I",AZ,Cooperative,,185.7,,,69.3,,,182.3,,,41469,25,N
2019,21567,"Washington-St Tammany E C, Inc",LA,Cooperative,,787.738,4.088,192.69521,374.357,3.365,111.25022,603.039,2.822,213.69206,53145,13.2,Y
2019,21632,EnergyUnited Elec Member Corp,NC,Cooperative,,230.28,1.322,174.19062,98.58,0.949,103.87777,199.56,1.072,186.15672,129356,12.5,Y
2019,22053,Kentucky Power Co,KY,Investor Owned,,531.2,2.591,205.01737,485,2.485,195.17103,517.1,2.473,209.09826,164022,35,Y
2019,22500,"Evergy Kansas Central, Inc",KS,Investor Owned,,178.61,1.308,136.55199,99.847,1.019,97.98528,,,,374641,34,Y
2019,22815,Delta Electric Power Assn,MS,Cooperative,,700.3,5.622,124.56421,364.46,4.504,80.919183,694.97,4.632,150.0367,28147,24.9,N
2019,22822,Clark County Rural E M C - (IN),IN,Cooperative,,140.527,1.261,111.44092,99.451,0.807,123.23544,111.11,0.862,128.89791,24734,15,Y
2019,23326,"Sierra Electric Coop, Inc",NM,Cooperative,,,,,,,,,,,,,
2019,24211,Tucson Electric Power Co,AZ,Investor Owned,,54.41,0.7,77.728571,,,,54.41,0.7,77.728571,534380,14,Y
2019,24558,City of Escanaba,MI,Municipal,,,,,,,,,,,,,
2019,24590,Unitil Energy Systems,NH,Investor Owned,,210.73,1.108,190.18953,82.53,0.845,97.668639,210.73,1.108,190.18953,77959,34.5,Y
2019,24753,Boone County Rural EMC,IN,Cooperative,,141,1.4,100.71429,141,1.4,100.71429,141,1.4,100.71429,14864,12.5,Y
2019,24889,Brunswick Electric Member Corp,NC,Cooperative,,188.285,1.008,186.79067,35.256,0.54,65.288889,188.077,0.989,190.16886,94089,,Y
2019,24949,Cass County Elec Coop Inc,ND,Cooperative,,57.66,0.743,77.604307,30.56,0.498,61.365462,53.78,0.684,78.625731,50418,25,Y
2019,25177,Dakota Electric Association,MN,Cooperative,,21.54,0.35,61.542857,18.27,0.32,57.09375,20.73,0.31,66.870968,108126,12.5,N
2019,25295,Western Indiana Energy REMC,IN,Cooperative,,426.614,2.588,164.84312,325.928,2.232,146.02509,391.779,2.303,170.1168,16981,24.9,Y
2019,26510,Liberty Utilities (Granite State Electri,NH,Investor Owned,,115.689,0.924,125.20455,115.689,0.924,125.20455,115.689,0.924,125.20455,44784,23,Y
2019,26765,Pella Cooperative Elec Assn,IA,Cooperative,,,,,87.34,0.94,92.914894,,,,3036,12.4,N
2019,26916,"Ravalli County Elec Coop, Inc",MT,Cooperative,,188.5,2.015,93.548387,143.2,1.597,89.668128,99.7,1.075,92.744186,10751,24.9,N
2019,26934,"Red Lake Electric Coop, Inc",MN,Cooperative,,,,,,,,,,,,,
2019,26939,Red River Valley Coop Pwr Assn,MN,Cooperative,,81,0.62,130.64516,81,0.62,130.64516,56.6,0.49,115.5102,4681,12.5,Y
2019,27222,City of Ripley - (TN),TN,Municipal,,109.791,2.534,43.327151,70.747,1.6,44.216875,109.791,2.534,43.327151,6462,13.2,Y
2019,27238,"Southwest Electric Coop, Inc",MO,Cooperative,,231.41,1.28,180.78906,139.5,1.024,136.23047,,,,41560,7.2,N
2019,27316,Town of Stowe- (VT),VT,Municipal,,,,,,,,,,,,,
2019,27422,Todd-Wadena Electric Coop,MN,Cooperative,,72.73,0.826,88.050847,66.13,0.783,84.457216,44.79,0.426,105.14085,8832,7.2,N
2019,27599,Carroll-White REMC,IN,Cooperative,,352.5,,,352.5,,,,,,14715,,Y
2019,28541,Clatskanie Peoples Util Dist,OR,Political Subdivision,,176.112,1.286,136.94557,95.272,0.674,141.35312,176.112,1.286,136.94557,4611,13.8,N
2019,28604,Kerrville Public Utility Board,TX,Municipal,,129.24,1.385,93.314079,23.249,0.355,65.490141,129.24,1.385,93.314079,23025,,Y
2019,28978,City of San Marcos - (TX),TX,Municipal,,32.52,0.239,136.06695,,,,,,,24935,,N
2019,30517,"Pioneer Electric Coop, Inc - (AL)",AL,Cooperative,,226.653,2.213,102.41889,226.653,2.213,102.41889,225.308,2.16,104.30926,12397,24.9,Y
2019,31833,Okefenoke Rural El Member Corp,FL,Cooperative,,356.468,3.584,99.460938,144.243,0.683,211.19034,,,,10800,25,Y
2019,31833,Okefenoke Rural El Member Corp,GA,Cooperative,,238.069,2.734,87.077176,61.351,0.348,176.29598,,,,26443,25,Y
2019,36189,"Mid-Ohio Energy Coop, Inc",OH,Cooperative,,71.01,,,71.01,,,63.58,,,8140,7.2,Y
2019,38084,Great Lakes Energy Coop,MI,Cooperative,,729.37,2.72,268.15074,176.097,1.576,111.73668,724.66,2.63,275.53612,125362,25,N
2019,40051,Texas-New Mexico Power Co,TX,Investor Owned,,,,,,,,,,,,,
2019,40166,"Chickasaw Electric Coop, Inc",TN,Cooperative,,,,,,,,,,,,,
2019,40228,Rappahannock Electric Coop,VA,Cooperative,,289.61,2.18,132.84862,183.43,1.74,105.41954,289.5,2.17,133.41014,164320,34.5,Y
2019,40236,"Forked Deer Electric Coop, Inc",TN,Cooperative,,,,,,,,,,,,,
2019,40291,"Sullivan County R E C, Inc - (PA)",PA,Cooperative,Y,,,,,,,,,,,,
2019,40302,North East Mississippi EPA,MS,Cooperative,,,,,,,,,,,,,
2019,40304,Minnesota Valley Coop L&P Assn,MN,Cooperative,,244.9,,,41,,,244.9,,,5318,,Y
2019,40438,Columbia River Peoples Ut Dist,OR,Political Subdivision,,60.368,0.676,89.301775,60.368,0.676,89.301775,60.368,0.676,89.301775,19590,12.5,N
2019,40606,City of Grand Island - (NE),NE,Municipal,,70.647,1.812,38.988411,11.138,1.2,9.2816667,70.647,1.812,38.988411,26269,13.8,N
2019,44372,Oncor Electric Delivery Company LLC,TX,Investor Owned,,,,,,,,,,,,,
2019,49986,Southwest Iowa Rural Elec Coop,IA,Cooperative,,121.76,1.687,72.175459,121.76,1.687,72.175459,98.621,1.015,97.163547,5918,12.7,Y
2019,54913,NSTAR Electric Company,MA,Investor Owned,,273.7,1.112,246.13309,70.3,0.735,95.646259,273.68,1.109,246.78088,1434715,34.5,Y
2019,55787,City of Moreno Valley - (CA),CA,Municipal,,,,,,,,,,,,,
2019,55937,Entergy Texas Inc.,TX,Investor Owned,,727.9,2.617,278.14291,297,2.019,147.10253,662.9,2.378,278.76367,465983,34.5,Y
2019,55982,Heart of Texas Electric Coop,TX,Cooperative,,182.22,1.83,99.57377,167.15,1.33,125.67669,148.05,1.6,92.53125,21769,24.9,Y
2019,56146,"Black Hills Colorado Electric, LLC",CO,Investor Owned,,165.728,2.382,69.575147,73.669,1.307,56.364958,146.812,2.222,66.072007,97890,35,Y
2019,56697,Ameren Illinois Company,IL,Investor Owned,,178.56,1.157,154.33016,132.29,0.995,132.95477,177.04,1.146,154.48517,1244558,69,Y
2019,57483,Liberty Utilities,CA,Investor Owned,,416.51,2.96,140.71284,416.51,2.96,140.71284,396.27,2.865,138.31414,47194,24.9,N
2019,58124,City of Winter Park - (FL),FL,Municipal,,,,,,,,,,,,,
2019,59013,PUD No 1 of Jefferson County,WA,Political Subdivision,,291,2.04,142.64706,291,2.04,142.64706,,,,19689,12.5,Y
2019,60482,CKenergy Electric Cooperative,OK,Cooperative,,,,,,,,,,,,,
2019,60631,Upper Michigan Energy Resources Corp.,MI,Investor Owned,,723,2.15,336.27907,238,1.5,158.66667,704,1.88,374.46809,37255,25,N
2019,60839,Southern Pioneer Electric Company,KS,Cooperative,,106.41,,,106.41,,,95.23,,,16812,13.8,Y
